now, expect, last_fin, now-expect, now-last_fin
8492697454066470, 8492697453738778, 8492697444142702, 327692, 9923768
8492697464106732, 8492697463738778, 8492697454090188, 367954, 10016544
8492697474065029, 8492697473738778, 8492697464129896, 326251, 9935133
8492697484092677, 8492697483738778, 8492697474087830, 353899, 10004847
8492697494069337, 8492697493738778, 8492697484115911, 330559, 9953426
8492697504098405, 8492697503738778, 8492697494092691, 359627, 10005714
8492697514069775, 8492697513738778, 8492697504121919, 330997, 9947856
8492697524097893, 8492697523738778, 8492697514093526, 359115, 10004367
8492697534071647, 8492697533738778, 8492697524122897, 332869, 9948750
8492697544078648, 8492697543738778, 8492697534096117, 339870, 9982531
8492697554072382, 8492697553738778, 8492697544103025, 333604, 9969357
8492697564106036, 8492697563738778, 8492697554096839, 367258, 10009197
8492697574072376, 8492697573738778, 8492697564130810, 333598, 9941566
8492697584107508, 8492697583738778, 8492697574096870, 368730, 10010638
8492697594077925, 8492697593738778, 8492697584132322, 339147, 9945603
8492697604104635, 8492697603738778, 8492697594102515, 365857, 10002120
8492697614077492, 8492697613738778, 8492697604129229, 338714, 9948263
8492697624106755, 8492697623738778, 8492697614101960, 367977, 10004795
8492697634076983, 8492697633738778, 8492697624130905, 338205, 9946078
8492697644167497, 8492697643738778, 8492697634101574, 428719, 10065923
8492697654079373, 8492697653738778, 8492697644198092, 340595, 9881281
8492697664109183, 8492697663738778, 8492697654104007, 370405, 10005176
8492697674079493, 8492697673738778, 8492697664134037, 340715, 9945456
8492697684106352, 8492697683738778, 8492697674104224, 367574, 10002128
8492697694081344, 8492697693738778, 8492697684130799, 342566, 9950545
8492697704105126, 8492697703738778, 8492697694106068, 366348, 9999058
8492697714083560, 8492697713738778, 8492697704129780, 344782, 9953780
8492697724151758, 8492697723738778, 8492697714108208, 412980, 10043550
8492697734080768, 8492697733738778, 8492697724176769, 341990, 9903999
8492697744108293, 8492697743738778, 8492697734105428, 369515, 10002865
8492697754081334, 8492697753738778, 8492697744132771, 342556, 9948563
8492697764081713, 8492697763738778, 8492697754105974, 342935, 9975739
8492697774080728, 8492697773738778, 8492697764120001, 341950, 9960727
8492697784083879, 8492697783738778, 8492697774105302, 345101, 9978577
8492697794084295, 8492697793738778, 8492697784108586, 345517, 9975709
8492697804109951, 8492697803738778, 8492697794108893, 371173, 10001058
8492697814082331, 8492697813738778, 8492697804134418, 343553, 9947913
8492697824085331, 8492697823738778, 8492697814106952, 346553, 9978379
8492697834083142, 8492697833738778, 8492697824109985, 344364, 9973157
8492697844084983, 8492697843738778, 8492697834107703, 346205, 9977280
8492697854086004, 8492697853738778, 8492697844109557, 347226, 9976447
8492697864087561, 8492697863738778, 8492697854110791, 348783, 9976770
8492697874082588, 8492697873738778, 8492697864112249, 343810, 9970339
8492697884084826, 8492697883738778, 8492697874107172, 346048, 9977654
8492697894084833, 8492697893738778, 8492697884109490, 346055, 9975343
8492697904084480, 8492697903738778, 8492697894109444, 345702, 9975036
8492697914086765, 8492697913738778, 8492697904109201, 347987, 9977564
8492697924086604, 8492697923738778, 8492697914111302, 347826, 9975302
8492697934085042, 8492697933738778, 8492697924111325, 346264, 9973717
8492697944086237, 8492697943738778, 8492697934109636, 347459, 9976601
8492697954088122, 8492697953738778, 8492697944111014, 349344, 9977108
8492697964089551, 8492697963738778, 8492697954112709, 350773, 9976842
8492697974087646, 8492697973738778, 8492697964114255, 348868, 9973391
8492697984088524, 8492697983738778, 8492697974112239, 349746, 9976285
8492697994089629, 8492697993738778, 8492697984113141, 350851, 9976488
8492698004087641, 8492698003738778, 8492697994114427, 348863, 9973214
8492698014090929, 8492698013738778, 8492698004112335, 352151, 9978594
8492698024103737, 8492698023738778, 8492698014115503, 364959, 9988234
8492698034089650, 8492698033738778, 8492698024128567, 350872, 9961083
8492698044100774, 8492698043738778, 8492698034114934, 361996, 9985840
8492698054118106, 8492698053738778, 8492698044128129, 379328, 9989977
8492698064113563, 8492698063738778, 8492698054150127, 374785, 9963436
8492698074065316, 8492698073738778, 8492698064140011, 326538, 9925305
8492698084092197, 8492698083738778, 8492698074090516, 353419, 10001681
8492698094093005, 8492698093738778, 8492698084116944, 354227, 9976061
8492698104101276, 8492698103738778, 8492698094118639, 362498, 9982637
8492698114092946, 8492698113738778, 8492698104126657, 354168, 9966289
8492698124094180, 8492698123738778, 8492698114117697, 355402, 9976483
8492698134092334, 8492698133738778, 8492698124118881, 353556, 9973453
8492698144096449, 8492698143738778, 8492698134116895, 357671, 9979554
8492698154090652, 8492698153738778, 8492698144121459, 351874, 9969193
8492698164093033, 8492698163738778, 8492698154115263, 354255, 9977770
8492698174091774, 8492698173738778, 8492698164117807, 352996, 9973967
8492698184095838, 8492698183738778, 8492698174116384, 357060, 9979454
8492698194092552, 8492698193738778, 8492698184120749, 353774, 9971803
8492698204095646, 8492698203738778, 8492698194117250, 356868, 9978396
8492698214093807, 8492698213738778, 8492698204120417, 355029, 9973390
8492698224095190, 8492698223738778, 8492698214118548, 356412, 9976642
8492698234093961, 8492698233738778, 8492698224119977, 355183, 9973984
8492698244096253, 8492698243738778, 8492698234118455, 357475, 9977798
8492698254095185, 8492698253738778, 8492698244121200, 356407, 9973985
8492698264096910, 8492698263738778, 8492698254119829, 358132, 9977081
8492698274099368, 8492698273738778, 8492698264121591, 360590, 9977777
8492698284096779, 8492698283738778, 8492698274124142, 358001, 9972637
8492698294098266, 8492698293738778, 8492698284121440, 359488, 9976826
8492698304098717, 8492698303738778, 8492698294123020, 359939, 9975697
8492698314101108, 8492698313738778, 8492698304123524, 362330, 9977584
8492698324096751, 8492698323738778, 8492698314125836, 357973, 9970915
8492698334097579, 8492698333738778, 8492698324121388, 358801, 9976191
8492698344098540, 8492698343738778, 8492698334122273, 359762, 9976267
8492698354099267, 8492698353738778, 8492698344123354, 360489, 9975913
8492698364105945, 8492698363738778, 8492698354139539, 367167, 9966406
8492698374097318, 8492698373738778, 8492698364130796, 358540, 9966522
8492698384098826, 8492698383738778, 8492698374122023, 360048, 9976803
8492698394102589, 8492698393738778, 8492698384123647, 363811, 9978942
8492698404109447, 8492698403738778, 8492698394127183, 370669, 9982264
8492698414098751, 8492698413738778, 8492698404134521, 359973, 9964230
8492698424102126, 8492698423738778, 8492698414123319, 363348, 9978807
8492698434101150, 8492698433738778, 8492698424126823, 362372, 9974327
8492698444101407, 8492698443738778, 8492698434125968, 362629, 9975439
8492698454100531, 8492698453738778, 8492698444126154, 361753, 9974377
8492698464102749, 8492698463738778, 8492698454125039, 363971, 9977710
8492698474114386, 8492698473738778, 8492698464127463, 375608, 9986923
8492698484105647, 8492698483738778, 8492698474142831, 366869, 9962816
8492698494103044, 8492698493738778, 8492698484130434, 364266, 9972610
8492698504101655, 8492698503738778, 8492698494127538, 362877, 9974117
8492698514103566, 8492698513738778, 8492698504126039, 364788, 9977527
8492698524100170, 8492698523738778, 8492698514127653, 361392, 9972517
8492698534099894, 8492698533738778, 8492698524123770, 361116, 9976124
8492698544098284, 8492698543738778, 8492698534123318, 359506, 9974966
8492698554096308, 8492698553738778, 8492698544121408, 357530, 9974900
8492698564143948, 8492698563738778, 8492698554119135, 405170, 10024813
8492698574100943, 8492698573738778, 8492698564169885, 362165, 9931058
8492698584083419, 8492698583738778, 8492698574124104, 344641, 9959315
8492698594103068, 8492698593738778, 8492698584106890, 364290, 9996178
8492698604101866, 8492698603738778, 8492698594126739, 363088, 9975127
8492698614106185, 8492698613738778, 8492698604125933, 367407, 9980252
8492698624107930, 8492698623738778, 8492698614130626, 369152, 9977304
8492698634103931, 8492698633738778, 8492698624132521, 365153, 9971410
8492698644107808, 8492698643738778, 8492698634128592, 369030, 9979216
8492698654107516, 8492698653738778, 8492698644132439, 368738, 9975077
8492698664107416, 8492698663738778, 8492698654132030, 368638, 9975386
8492698674109027, 8492698673738778, 8492698664132033, 370249, 9976994
8492698684109452, 8492698683738778, 8492698674133655, 370674, 9975797
8492698694108301, 8492698693738778, 8492698684134016, 369523, 9974285
8492698704108009, 8492698703738778, 8492698694132722, 369231, 9975287
8492698714111464, 8492698713738778, 8492698704132347, 372686, 9979117
8492698724111827, 8492698723738778, 8492698714135911, 373049, 9975916
8492698734113321, 8492698733738778, 8492698724136461, 374543, 9976860
8492698744109593, 8492698743738778, 8492698734137782, 370815, 9971811
8492698754109613, 8492698753738778, 8492698744134093, 370835, 9975520
8492698764109774, 8492698763738778, 8492698754134080, 370996, 9975694
8492698774111319, 8492698773738778, 8492698764134285, 372541, 9977034
8492698784110695, 8492698783738778, 8492698774135659, 371917, 9975036
8492698794112786, 8492698793738778, 8492698784135126, 374008, 9977660
8492698804109401, 8492698803738778, 8492698794137380, 370623, 9972021
8492698814111357, 8492698813738778, 8492698804133858, 372579, 9977499
8492698824114842, 8492698823738778, 8492698814135878, 376064, 9978964
8492698834113710, 8492698833738778, 8492698824139396, 374932, 9974314
8492698844113172, 8492698843738778, 8492698834138187, 374394, 9974985
8492698854117304, 8492698853738778, 8492698844137753, 378526, 9979551
8492698864114189, 8492698863738778, 8492698854141875, 375411, 9972314
8492698874113025, 8492698873738778, 8492698864138713, 374247, 9974312
8492698884114186, 8492698883738778, 8492698874137546, 375408, 9976640
8492698894110051, 8492698893738778, 8492698884138734, 371273, 9971317
8492698904093483, 8492698903738778, 8492698894134678, 354705, 9958805
8492698914115315, 8492698913738778, 8492698904118294, 376537, 9997021
8492698924117346, 8492698923738778, 8492698914139833, 378568, 9977513
8492698934120049, 8492698933738778, 8492698924141694, 381271, 9978355
8492698944116337, 8492698943738778, 8492698934159304, 377559, 9957033
8492698954116198, 8492698953738778, 8492698944140781, 377420, 9975417
8492698964115761, 8492698963738778, 8492698954140722, 376983, 9975039
8492698974119679, 8492698973738778, 8492698964140255, 380901, 9979424
8492698984119104, 8492698983738778, 8492698974144080, 380326, 9975024
8492698994119240, 8492698993738778, 8492698984143438, 380462, 9975802
8492699004097574, 8492699003738778, 8492698994143704, 358796, 9953870
8492699014118626, 8492699013738778, 8492699004122465, 379848, 9996161
8492699024120192, 8492699023738778, 8492699014143177, 381414, 9977015
8492699034118273, 8492699033738778, 8492699024144683, 379495, 9973590
8492699044152639, 8492699043738778, 8492699034143261, 413861, 10009378
8492699054149500, 8492699053738778, 8492699044181773, 410722, 9967727
8492699064155814, 8492699063738778, 8492699054180914, 417036, 9974900
8492699074127647, 8492699073738778, 8492699064186785, 388869, 9940862
8492699084154016, 8492699083738778, 8492699074155301, 415238, 9998715
8492699094121098, 8492699093738778, 8492699084179156, 382320, 9941942
8492699104085601, 8492699103738778, 8492699094145486, 346823, 9940115
8492699114122987, 8492699113738778, 8492699104110775, 384209, 10012212
8492699124130871, 8492699123738778, 8492699114147511, 392093, 9983360
8492699134120971, 8492699133738778, 8492699124155322, 382193, 9965649
8492699144131795, 8492699143738778, 8492699134145435, 393017, 9986360
8492699154122289, 8492699153738778, 8492699144156403, 383511, 9965886
8492699164134534, 8492699163738778, 8492699154146860, 395756, 9987674
8492699174121884, 8492699173738778, 8492699164159105, 383106, 9962779
8492699184125802, 8492699183738778, 8492699174146258, 387024, 9979544
8492699194123496, 8492699193738778, 8492699184150619, 384718, 9972877
8492699204136219, 8492699203738778, 8492699194147897, 397441, 9988322
8492699214123790, 8492699213738778, 8492699204167973, 385012, 9955817
8492699224126435, 8492699223738778, 8492699214148524, 387657, 9977911
8492699234124236, 8492699233738778, 8492699224151072, 385458, 9973164
8492699244126682, 8492699243738778, 8492699234148853, 387904, 9977829
8492699254124263, 8492699253738778, 8492699244151263, 385485, 9973000
8492699264126128, 8492699263738778, 8492699254148631, 387350, 9977497
8492699274125204, 8492699273738778, 8492699264150645, 386426, 9974559
8492699284127252, 8492699283738778, 8492699274149745, 388474, 9977507
8492699294125440, 8492699293738778, 8492699284151806, 386662, 9973634
8492699304127766, 8492699303738778, 8492699294150021, 388988, 9977745
8492699314129937, 8492699313738778, 8492699304152364, 391159, 9977573
8492699324126745, 8492699323738778, 8492699314154662, 387967, 9972083
8492699334127869, 8492699333738778, 8492699324151249, 389091, 9976620
8492699344127614, 8492699343738778, 8492699334152213, 388836, 9975401
8492699354128924, 8492699353738778, 8492699344152131, 390146, 9976793
8492699364141552, 8492699363738778, 8492699354153474, 402774, 9988078
8492699374126702, 8492699373738778, 8492699364166039, 387924, 9960663
8492699384132617, 8492699383738778, 8492699374151299, 393839, 9981318
8492699394128317, 8492699393738778, 8492699384157134, 389539, 9971183
8492699404131333, 8492699403738778, 8492699394153021, 392555, 9978312
8492699414129035, 8492699413738778, 8492699404155914, 390257, 9973121
